text,nostalgic
এতো জ্ঞান আপ্নে মাথায় জায়গা দেন কেম্নে,0
ইসলাম বলে এইসব নিসিদ্ধ,0
তার মানে কী আমার রুচি বোধ ভালো,0
আমার খুব পছন্দ আগের দিন এর গান গুলো,0
হ রে ভাই আজ মনে হলো তাই আসলাম শুনতাম নিজ ইচ্ছাই,0
আমিও সার্চ করেই শুনলাম,0
হুমম ওয়েল সেইড ব্রো,0
খাসা একখান কথা বলেছেন,0
এই গান কখনো পুরোনো হবে না,0
হতে পারে একমত পোষণ করলাম।,0
আমার রুচিবোধ যে ভাল এটা জেনে ভাল লাগলো,0
তারমানে আমার রুচি খুবই ভালো।অনেকবার সুনেছি।,0
আমিও তাদের মধ্য একজন,0
সত্যি অনেক ভাল লাগার একটা গান,0
২০০২২সালে এসে ও এতো ভালো লাগে যে এই গানটা শুনলে আর কোনো গানে মন বসাতে পারিনা,0
আমি ও সব সময় শুনি,0
আমার ভালো লাগে আর গান গুলো অনেক শুনি,0
এই গান টা জাতীয় চলচিত্র পুরুস্কার পেয়েছে,0
তুই কে বে ব্রু,0
আমার খুব পছন্দের গান।।,0
রুচিবোধ ভালো কি না খারাপ বলতে পারবো না তবে এসব গান ভালো লাগে,0
আমার প্রিয় ছবির মধ্যে এটি একটি এবং ছবির গানগুলো খুব সুন্দর,0
আমিও আজ সার্চ করে শুনে নিলাম অনেক দিন ধরে ইচ্ছা করছিলো শুনতে আজ সময় পেলাম তাই শুনে নিলাম।,1
মনে হয় বার বার শুনি,0
এটা আমার অনেক প্রিয় গানের মধ্যে একটা গান।,0
একদম কারেক্ট কথা। এটা শুনলেই যে বুড়া টাইপের হয়ে যাবো এটা কিন্তু না।,0
যাদের এই গান গুলো শুনতে ইচ্ছে করে তাদের মন টাও অনেক সুন্ধর,0
আমাদের গ্রামের ছেলে আলমগির,0
ধন্যবাদ। মূল্যবান মন্তব্যের জন্য।,0
কমেন্ট টা ভালো লাগছে ব্রুদা🤍,0
এই গানটা আমার শুনতে এবং দেখতে ভালো লাগে।যখন গানের কিছুই বুঝতামনা তারপরও ভালো লাগতো।,0
এই যোগের মেয়ে হয়েও এই সব গান শুনি আমার একটি প্রিয় গান এইটা,0
যতই শোনি আরও শোনতে ইচ্ছা হয়,0
কুমার সানু বেস্ট সং,0
এগুলো গান এগুলো সৃতি। এতো বছর পরেও তাই শুনা হয় এই গান গুলো।,0
আগুনের দিন শেষ হবে একদিন🤣🤣প্রবাসীদের,0
খুব সুন্দর একটা গান।যত বারই শুনি মন ছুয়ে যাই।।,0
এই নায়িকা ভারতের উত্তরপ্রদেশের এমপি বিজেপি নেত্রী৷ আমাদের ইন্ডাস্ট্রি আগে কত উন্নত ছিল। উনি বলিউডের নামকরা,0
আর আমরা টিভিতে দেখতাম ছোট বেলায়।,1
ভাই এই গানের সিনেমার লিংক দিবেন কেউ,0
সত্যি অসাধারণ একটি গান শুনলে যেনো বুকের ভিতর এর ধোয়াসা গুলা নাই হয়ে যাই,0
কিছু গান কখনও পুরোনো হয়না,0
ছোটবেলায় রেডিওতে ফোল ভলিউম দিয়ে শুনতাম।,1
আমার মতো কারা কারা ২০২১ এ শুনছেন🥰🥰🥰🥰,0
অালমগীর ও জয়া পর্দার আমি সেই মেয়ে ছবির অসাধারণ সুন্দর চমৎকার একটা গান অাগুনের দিন শেষ হবে একদিন কুমার শানুর সুরে দারুণ এই গান টা অামার ভীষণ প্রিয় ছোট বেলা থেকে অালমগীরের যত ছবি দেখেছি তার সব গানের মধ্যে এই গান টা খুব প্রিয়।,1
আজ ও সেই এক ই রকম ভাল লাগে। ২০২১,0
আলমগীর আঙ্কেল আপনি পারেনও ৪৯ বছর বয়সে যা দেখালেন আগামী ১৪৯ বছর পর্যন্ত পোলাপান এই আগুনে জ্বলবে,0
সত্যিই খুব মনোমুগ্ধকর গান।,0
কত যে শুনিছি জত দিন বেচে আছি শুনবো১৬৯২১,0
রেডিওতে শোনা সবচেয়ে প্রিয় গান,1
২০২১ এ কে কে এই গান সার্চ করে শুনছেন দেখতে চাই,0
এসব গান কখনো পুরানো হবার না। শুনতে খারাপ লাগে না কখনো। বিরক্ত ও হই না। সারাদিন শুনতে পারি আমি এই গান,0
শুধু এই সুন্দর গানই নয় আলমগীর স্যার ও একজন প্রিয় মানুষ,0
১৯৯৮৯৯ এ প্রথম শুনি। নস্টালজিক হচ্ছি।,0
এই গান শুনে নতুন করে প্রেমে পড়তে ইচ্ছে করে,0
অনুরোধ করছি আমি সেই মেয়ে সিনেমা টি আপলোড করুন  কলকাতা থেকে বলছি সুজয়,0
কিভাবে কিভাবে বয়স ৩১ হয়ে গেলো উফ,0
সেপ্টেম্বর ২০২১ কে কে শুনছেন,0
এত সুন্দর গানে ডিসলাইক কারা দেয়,0
জিবনের একটা অংশ হয়ে গেছে গানটাএতটা অসাধারন গানটা।,0
ছবিটা দেখেছিলাম ১২বছর আগে। প্রসেনজিত ও রয়েছে।,1
আগে গানটির অর্থ বুঝতে পারতাম না এখন তা বুঝি,0
সেই ছোটবেলা থেকে এই গানটা হৃদয়ে আলাদা করে স্থান করে নিয়েছে। ছোট থেকে বড় হয়েছি অথচ এই গানটির প্রতি ভালোলাগা একটুও কমেনি বরং আরও বেড়েছে,1
০১ সেপ্টেম্বর ২০২১ হটাৎ মনে পরে গেলো গানটা আমার মা আমার ছোটবেলা এটা মাঝেমধ্যে গাইতেন।,0
আমার আগুন সেশ হবে প্রিথিবি থেকে চলে গেলে,0
আজ রাত ১২ টা পর্যন্ত শুধুই এই গান চলবে। অতৃপ্ত আত্মার আকুলতা পূরন করবো আজ। ডিজে গান মৃত্যুপুরী বানিয়েছে মনকে।তাই আজ শুধু এই গানটিই চলবে,0
আমি কেনো জানি পুরাতন গানের মধ্যে আনন্দ খুঁজে পাইআর কেনো যেনো দেখা ও শোনার সময় খুব মনোযোগ আসেআর এখন যে কি বানায় মানুষ ছি,0
শিশিরের স্নান করে ভোর হয়তুমি এসে দুটি হাত বাড়ালে,0
ছোটবেলায় রেডিও তে শুনতাম অনেক ভালো লাগত,0
জীবনের কষ্টের সময়গুলোতে সাহস জোগায় গানটা,0
ভাই এই গানের সিনেমার লিংক দিবেন কেউ,0
গানটা এত ভালোলাগে কেন,0
এই গান গুলো অমর হয়ে থাকবে সারা জীবন।,0
কুমার শানু মানেই ভালোবাসা। শুরু থেকে আজ পর্যন্ত তার কণ্ঠ অসাধারণ। তার গান শুনে যেন হারিয়ে যাই ভাবনার রাজ্যে।,0
ভাই এই গানের সিনেমার লিংক দিবেন কেউ,0
ভাই এই গানের সিনেমার লিংক দিবেন কেউ,0
নভরস ব্লগে শোনার পর শুনতে আসলাম।,0
প্রতিদিন রাতে ঘুমানোর সমায় শুনতাম এই গানটা আমার পছন্দের একজন হিরো আলমগীর স্যার। স্যারের হাটার ইস্টাইল টা আমার সবথেকে ভাল লাগে,1
কমেন্ট টা রেখে গেলাম ৩০ বছর পড় যখন আবার এইগানটা শুনতে আসবো তখন আবার এই আজকের দিনে কথা মনে পরবে,0
২০২১ এ হঠাৎ মনে পড়ে গেল 🥺,0
সুন্দর রুচির লোকগুলাই এই গানগুলা শোনে,0
যখন নিংসগতায় ছিলামএই গান গুলো সাথে ছিলআমার প্রেরণা ছিল।।তাই আজ যখন সব আছে তবু তাকে ছাড়ছি না।।মৃত্যু পর্যন্ত গান গুলো শুনেই মরবো।,0
ভাই এই গানের সিনেমার লিংক দিবেন কেউ,0
ভালো লাগার একটি গান🤩🤩🤩🤩,0
ভালোবাসায় ঘেরা প্রতিটি মূহুর্তে ফাগুনের সুবাস ছড়িয়ে আছে। আর এই গানটি ও শুনলে অজানা এক অনুভূতি কাজ করে।,0
কেনো হয় ভয় হয় নিশি দিন,0
আমার খুব প্রিয় একটা গানছোট বেলা থেকে গুনগুন করে এই গান টা গাইতাম,1
আজকে গান টা শুনলাম,0
প্রায় সময় শোনা হয় গানটা। মনের মত একটা গান।মনে হয় সেই ছোট বেলায় চলে গেছি।,1
আমার রুচি এখনো এখানেই আটকে আছেভালোলাগে,0
আজ প্রথম গানটি শুনলাম।। আমার জন্মের আগের গান।।কিন্তু অসম্ভব সুন্দর।,0
নির্জন রাতে চোখ বুজে এই গানটি প্লে করুনআর হারিয়ে যান কল্পনার জগতে।,0
১০০ শত বছর পরেও এই গানের আবেদন একটুও কমবে না।,0
ভালোবাসি বড্ড বেশি ভালোবাসি একজনকে।,0
আমার মতো কার কার প্রিয় গান এটা।,0
অশান্ত মনটা নিমিষেই শান্তি করার মত একটি গান।,0
আহ ছোট বেলায় ফিরে গেলাম কত সুন্দর ছিল ওই সময়কার গান গুলো।।। আর এখন কি বানায় নিশিথে আইসো ফুল বনে আমার মালকা বানু,1
ভাই এই গানের সিনেমার লিংক দিবেন কেউ,0
গানের কথার সাথে এবং কন্ঠের সাথে ভিডিও ধারণ অত্যন্ত সুন্দর। সে এক আবেগের ঘনঘটা। যদিও তখন কিছুই বুঝতাম না তবে এখন এত টুকু বুঝি তখনকার সময়ের শ্রেষ্ঠ গানগুলোর মধ্যে এটি একটি।,0
নায়ক নায়িকা দুজন কেই অনেক ভালো লাগে এই নায়িকা হিন্দি ছবির নায়িকা ভারতের,0
এ পৃথিবী ছেড়ে চলো যাই স্বপ্নের সিড়ি বেয়ে সীমাহীন,0
ভালো লাগার কিছু সেই দিন গুলো,0
গান গুলো সোজা কলিজায় লাগে,0
অনুপম আসল পরিচালকের নাম না দিয়ে ঠিক করেনি,0
এমন অনুভূতির জন্য আমি পৃথিবী ছেড়ে যেতে রাজি।,0
গান টা যখন গাওয়া হয়েছিল তখন আমার জন্মই হয়নিকিন্তু এই গান টা আমার ফেভারিট,0
ছোটবেলায় পাশের বাড়ির যখন গানটা শুনেছিলাম তখন মনে হয়েছিল খুবই ভালো লাগতো কিন্তু বুঝতাম না।,1
সেই সময় এইরকম ক্ল্যাসিক গান ভাবাই যায় না।।।,0
ভয়ঙ্করের একটি হল আগুন,0
কেন জানি আজ মনে হচ্ছে ছোট ছিলাম তো ভালই ছিলাম,0
২০২১ সালে লে কে দেখছেন,0
পুরোনো এই গানগুলো শুনলে মনে হয় যেন ছোটবেলার সেই সোনালি দিনগুলিতে ফিরে গিয়েছি।,0
আমি ছোটতে মহাখালী তে বড় হয়েছি। তখন মাঝে মাঝে আলমগির কে দেখেছিলাম কয়েকবার। আলমগির কিন্তু সেই ভাল বক্সিং জানে আমি নিজে দেখেছি তার বক্সিং,1
আহা পড়ান জুড়িয়ে যায়,0
এখনো কত অনুভূতির এই গান। আহা সেইসব সোনালী দিনের গান।,0
বাংলা ছিনেমার স্বর্ণ যুগের সরণীও গান,0
রোমান্টিকতা সাবলীল ভাবেও যে ফুটিয়ে তোলা যায় তা এ মুভিগুলি দেখে শেখা দরকার।,0
তখন পাঁচ বছর ছিলাম শৈশবের সেই সময় গুলো অনেক মিস করি।,1
গানটা ২০২১ সালে আবার শুনলাম অনেক সুন্দর লাগলো,0
হৃদয়ে জ্বলছে যে বহ্ণি সে একদিন তারা হয়ে জ্বলবে,0
২০২১ সালে কে কে শুনেছেন।,0
ভাই এই গানের সিনেমার লিংক দিবেন কেউ,0
ডলি প্রচন্ড ভালোবাসি তোমায় ।,0
এই গান টা কি হিন্দি ভারশন আছে থাকলে কেই জানাবেন,0
আগুনের দিন শেষ হবে একদিন,0
অসাধারণ গান আর এখন কি সব গান করে মনে চায় শিল্পীকে আধা ঘণ্টা জারু দিয়া মারি।,0
এই গানটা এখনো অভিরত ধারায় শুনি,0
এই গান কখনো পুরোনো হবে না,0
১৯৯৯ সালে আমার মাত্র ২ বছর । তার পর ও গানটা খুব ভালো লাগে,1
গানটা শুনতে শুনতে কোথায় যেন হারিয়ে গিয়েছি,0
প্রায় প্রতিদিন এই গানটা শুনি।প্রতি কথা যেন মন ছুয়ে যায়।,0
প্রায় প্রতিদিন এই গানটা শুনি।প্রতি কথা যেন মন ছুয়ে যায়।,0
আজ ৭ তারিখ ২০২১ সাল কমেন্ট রেখে গেলাম ‌ হয়তো। আরো। ১০২০ বছর ‌পরে এসে কেউ রিপ্লাই দিও,0
খুব নিঃসঙ্গতা ফেল করছিলাম। গুন গুন করে নিজেও আবৃতি করছি অমনি সার্স দেওয়ার সাথে সাথে পেয়ে গানটি নীরবে শুনলাম। সামান্য আপ্লুত হয়েছি। আমার সমমনা ভাই বোনদের মত কমেন্ট না করে পারলাম না।,0
শৈশব খুব মিস করি  মনে পড়ে গেলো,1
আমার মতো কে কে ২০২১ এসে গানটা শুনছেন🥰🥰,1
ভালো কিছু সারা জীবন ভালো থাকে এটা প্রকৃত সত্য,0
রাত ২৫৯  অনবরত শুনে যাই কী যেনো মায়া আছে এই লিরিকে। এইতো আগুনের দিন শেষ হবে একদিন,0
আহা সেই দিনগুলা।। কোথায় হারিয়ে গেলো। আবার যদি ফিরে পেতাম,1
খুব পছন্দের একটা গান যতোই শুনি ভালো লাগে,0
অনেক সুন্দর স্মৃতি দাঁড়িয়ে আছে গানের মধ্যে,1
এই বাংলা ওই বাংলা কাঁটাতার দিয়ে ভাগ করে দিয়েছে কিন্তু হৃদয় ভাগ করতে পারে নি,0
এই গানগুলো আমার একটা দীর্গ স্বার্সের নাম,1
প্রিয় গানগুলোর মধ্যে একটি🥰🥰,0
অনেক পছন্দের একটা গানযা বার বার শুনতে ইচ্ছে করে সত্যি অসাধারণ,0
এই গানটা যে কতোটা ভালোবাসি কি বলবো।,0
কিছু গান কখন পুরাতন হয় না,0
এই ছবিটা আমি দেখচি চোট বেলাই । আমার খুব ভালো লাগে গানটা।,1
৯০ দশকটা আবার ফিরে পেতে ইচ্ছে।,1
গানটি ২০২১ এ কে কে শুনেছেন,0
এই গান টা কয়েকদিন পর পর ই শুনি,0
এমন করে ভুলে গেলে আমাকে কোন দিন ও এই কথা ভাবিনি কখনো,1
হৃদয়ে জ্বলছে যে অগ্নি,0
জেনারেশন পাল্টে গেলেও পাল্টাইনি শুধু আমিআজও সেকেলে গানগুলো নিয়েই পড়ে আছি,0
জেনারেশন পাল্টে গেলেও পাল্টাইনি শুধু আমিআজও সেকেলে গানগুলো নিয়েই পড়ে আছি,0
আমার জীবনের ইতিহাস করার মত একটা গান,0
স্বপ্নের সিড়ি বেয়ে সীমাহীন,0
আলী আসমা অংশিদার সমাধি মা সখি তুমি কার সীমার অন্ধ বধু নালিশ কসাই কেউ কারো নয় রাজ দুলারি শাস্তি রাজার রাজা নাগর দোলা অনন্ত প্রেম রাজ মহল শাহী কানুন মহল সিনেমা গুলো দেখতে চাই।,1
আমার ভালবাসার মানুষের সাথে যখন আমি গান টা শুনিতখন অন্য রকম একটা ফিলিং আমার মধ্যে চলে আসেহাজার হাজার যুগে ও যেন গান গুলো শুনতে পারিসেই অপেক্ষায় থাকবো🥰🥰,0
এই গানগুলো কখনোই পুরোনো হবেনা।,0
এই গানটা পথম শুনেছি বন্ধু মুখে শাজাহান,1
এই ছবির নাম কি,0
আগুনের দিন শেষ হবে একদিন,0
গানের কথায় কি শালীনতা আর পোশাকের কি মাধুর্যতা।।।আবার যদি ফিরে পেতাম সেই সোনালী যুগ।।তাং ০৩০৬২০২১,1
এখানে কি পরকিয়াকে প্রোমোট করতেছে যেই বয়সে প্রোট্রেইট করেছে,0
এই গানটা শেষ হয়ে যায় কেন,0
এই জীবনে আর যদি তোমারে না পাই তবুও কোনদিনও ভুলতে পারবো না তোমায়,1
এই গান যত বাড় শুনি তোতুই ভালোলাগে,0
আমি গান খুব কমই শুনি। যখন শুনি তখনও প্রায়ই ভিন্ন ভাষার গানই শুনি একটু আধটু। আর যখনই মনে হয় একটা বাংলা গান শোনা যাক তখনই এই গানটাই শুনি বারবার শুনি। এই গানটাকে যদি অস্কার বা নোবেল দেওয়ার মত কোন অপশন থাকতো আমার হাতে দিয়ে দিতাম আমি।,0
বারবার শুনতে মন চাই।,0
কবিতা কৃষ্ণমূর্তি অসাধারণ একজন শিল্পী।,0
এটা কি ছবির গান,0
এসব গান চির অমর হয়ে থাকবে,0
অসাধারণ একটি গান আমার যখন জন্মই হয়নিগানটা ২০১৫ সালে শুনেছি তখন থেকেই এটি আমার একটি প্রিয় গান গানটা আমার অনেক অনেক ভালো লাগে,1
সাদাকালো পর্দায় দেখেছি সিনেমাটা তখন বিটিভি তে৷,1
এগুলো হল অমর গান।,0
এমন অসাধারণ গান বারবার শুনলেও এর বরং আবেদন বাড়তেই থাকে কমে না। যতই শুনি ততই শুনতে ইচ্ছে হয়।,0
জয়া প্রদা সত্যি অসাধারণ সুন্দরী,0
অাগে রেডিও শুনতাম এ গানগুলো।,1
কালজয়ী গান এগুলোর কদর আজীবন থাকবে,0
মন ভরানো অসাধারণ একটি গান। এখনো ভালো লাগে। আমার বয়স এখন ৬৬ বৎসর। তবুও ভালো লাগে।,1
২০০২ এ প্রথম দেখেছিলাম একুশে টিভি তে ছবিটা। আজ ২০২১স্টীল ভালোলাগে গান,1
গান হা খুবই সুন্দর,0
উফ কি দিন ছিল তখন। এখনো শুনি এইসব গান আর ছোটবেলায় ফিরে যাই,1
আমি যখন খুব কষ্টের কাজ করিবা কষ্ট দুঃখের মূহুর্তের মধ্যে দিয়ে সময় পার করি তখন গানটা শুনি এবং মন কে শান্তনা দেয়যে কষ্টের দিন এক সময় শেষ হবে,0
বাংলা ও বাঙালির মনে রাখার মতো একটি গান 🧡,0
২১ সালের প্রতিটি মাসে প্রায় ২২ দিন শুনতেছি,0
আমার আগে গান গুলো অনেক ভালোলাগে। মা বাবা সবাকে নিয়ে দেখতে পারতাম। আর এখন ডিজিটেল গান একা একা দেখা লাগে।,0
২০২১। ০৫।১৭ তারিখে কে কে শুনতে ছেন হাত তুলুন।,0
আমার বয়স ২১ তবুও বালো লাগে পুড়ান গান,0
এ পৃথীবি ছেরে চলো জাই সপ্নের সিরি বেয়ে শিমাহিন,0
২০২১ এ কে কে শুনছেন,0
নিজে তো শুনিই।রুমমেটদেরও শুনাই।হঠাৎ গানগুলো দারুন লাগে,0
আগুনের দিন শেষ হবে এক দিন🤟,0
এই ছবির নাম কি,0
এইসব গান কোনোদিন সময়ের ধারায় মিশে যায় না,0
গান গুলো অতিত কে মনে করে দেয়।,1
প্রতিদিন একবার এই গান না শুনলে মনের আকাশে চাঁদের সাথে দেখা হয়নাপ্রতিটি দিন নতুন করে প্রেমে পড়তে ইচ্ছে করে।,0
আমার মতো ২০২১ সালে এসে কে কে শুনেছেন এই গানটি,0
কী চমৎকার গান সবাই কিংবদন্তি এখানে অভিনয়ে আলমগীর আর জয়া প্রদা গানের লিরিসিস্ট ঋতুপর্ণ ঘোষ আর কন্ঠ দিয়েছেন কুমার শানু ও কবিতা কৃষ্ণমূর্তি।,0
এসব গান কেউ রিকমেন্ড করেনায় এসব গান খুঁজে খুঁজে বের করে তারপর শুনতেছি। আহা কতো সুন্দর গান। মুগ্ধ হয়ে শুধু শুনি। মধ্যে রাতে শুনতে খুব ভালো লাগে,0
সেই অতীতকে মনে করিয়ে দেয় সোনালী দিনের এই জনপ্রিয় গানগুলো।,1
খুব পছন্দের একটা গান,0
আমার বয়স ছিলো ২ বছর,1
মন ছুয়ে যাওয়া একটি গান।,0
২০৪০ এ কে শুনছেন লাইক দিয়ে সারা দিন,0
২০২১ এ কে কে শুনছেন,0
এসব গান কখনো পুরনো হবে না,0
ছোটবেলা থেকে শুনে আসছি। এখনো আগের মতই ভালো লাগে।,1
এই গান শুনতে খুব ভালো লাগে।,0
ছোটবেলায় অনেক গান শুনেছি তার অনেক গানই মনে নাই কিন্তু এই গানটা এখনো প্রানবন্ত ।,0
মন খারাপ হলেই এই গানটি শুনি।,0
হঠাৎ গানটা শুনতে মন চাইলো ১৭০৪২০২১,0
এই গান গুলা আমাদের কাছে কখনোই পুরনো হবে না🥰,0
গানটার প্রতি ভালোবাসা এখনো বিদ্দমান,1
এমন গান আর কোনো দিন তৈরি হবে না,0
রেডিও তে শোনা হতো এই গানটা আহা কি দিন নাই ফেলে আসার গল্প অতীতের দিন।,1
কিছু গান কোন দিন পুরনো হবেনা,0
২০২১ এ ও কয়েক বার শুনছি।,0
২০২১ কে কে শুনেছো,0
২০২১ এ কে কে এ গানটি শুনছেন,0
আমার ফ্যাবারিট গান । ২০২১ সালে ও শুনছি ।,0
২০২১ সালের এই গান প্রেমিকদের দেখতে চায়🥰,0
২০২১ সালে কারা কারা শুনেছেন গানটা লাইক দিয়ে বুঝিয়ে দিন,0
আমার ছোট বেলার প্রিয় গান ছিল।,1
আমরা শুরু করছি এমন ভাল কিছু গান ছিনেমা ২০২১,0
এই গানটা শুনে অবাক হতাম আর ভাবতাম আহা কার হৃদয়ে এত অনুভূতি ছিলো অনেক বছর পর জানতে পারলাম গানটির গীতিকার প্রখ্যাত চলচ্চিত্র নির্মাতা ঋতুপর্ণ ঘোষ। হীরার টুকরো থেকেই তো আলো ঝলমল করবে অসাধারণ গায়কী আর সুরের সাধনে অমর হয়ে গেল এই গান। গানটির তীব্র অনুভূতি খুব গভীরে কোথাও যেয়ে আঘাত করে কি যেন নেই এমন এক হাহাকারে ভরে হৃদয়।,1
বুঝতে পারছি আপনি প্রকৃত অনুভূতি বুঝতে পারা একজন খাঁটি মানুষ,0
কি সুন্দর ছিলো সেই ছেলেবেলার দিন গুলা। অসাধারণ,1
কিছু গান কখনো পুরানো হয় নৃা ২০২২ এ কে কে শুনছেন,0
আমার প্রিয় একটা গান। এই গান শুনলে আগের কথা মনে পড়ে যায়।,1
কখনো ও এই সুন্দর গান‌ পুরানু হবে না,0
এই গানে ১৭কে মানুষ ডিসলাইক দিয়েছে।এরা কারা দেখতে চাওয়া আমার মন।,0
সুর যে স্বর্গীয় এই গান গুলোই হচ্ছে তার বড় প্রমাণ,0
যতদিন ভারত বাংলাদেশ থাকবে ততদিন এই গানগুলো নক্ষত্র হয়ে থাকবে শ্রোতার হৃদয়ে।। এই গানগুলো যারা শুনেনি তাদের সংগীত জীবন অসম্পূর্ণ।।,0
সিনেমাটার নাম কি দেখার খুব সখ।,0
পাকিস্তান থাকলে হবে না,0
পশ্চিম বাংলার কথা বলতে পারবো না বাংলাদেশ জত দিন থাকবে বাংলা গান থাকবে।,0
ছোট বেলায় নোকিয়া ১১০০মডেল এই গান রিংটোন শুনেতাম তখন থেকে এই গানটি আমার অনেক ভালো লাগে,1
সারাজীবনের গান হাজার শুনলেও হবেনা পুরান।,0
২০৩০ এর জন্য কমেন্ট রেখে গেলাম,0
২০২১ কে কে শুনছেন গান টি,0
২০২২ সালে ও ভালো লাগছে,0
২০২১ সালে গানটা কে কে শুেনছেন,0
সেই পৃথিবীতে যাওয়ার অপেক্ষায় ।।।,0
২০২১ সালে এখন ও কে কে শুনো,0
গান টা আমার খুব ভালো লাগলো যেমন কন্ঠ তেমন সুর🥰🥰🥰🥰,0
মনে পরে গেলো সেই পুরনো দিনের কথা।,1
এই গান কখনো পুরাতন হবেনা।গানটির গায়কী এটিটিউড ও কম্পোজিং খুবই সুন্দর,0
ছোট বেলায় তেমন কিছু বুঝতাম না। ২০০২২০০৩ বয়স তখন ৪৫ হবে কাক্কুর রেডিও নিয়ে গান গুলো শুনতাম।এত পরিমান শুনতাম যে কাক্কু এক সময় ব্যাটারি খুলে রাখতো। পরে অনেক কান্না কাটি করে আব্বুর কাছ থেকে টাকা নিয়ে ব্যাটারি কিনে গান গুলো শুনতাম।,1
আলমগীর যখন মারা যাবে তখন খবরে এই গানটির কিছু অংশ সৃতি চারন করবে।,0
অসাধারণ গান খুব ভালো লেগেছে ।,0
যত শুনেছি ততই ভালো লাগে,0
আগুনের দিন শেষ হবে একদিন,0
ক্লাস ১ এ পড়ি তখন। এক শুক্রবার বিকাল ৩ টায় এই মুভিটা দেখাচ্ছিলো বিটিভিতে। আমার স্টিল মনে আছে দিনটির কথা। ২৭ টাকা দিয়ে এসটি বেকারি থেকে চানাচুর কিনে খাচ্ছিলাম তখন। কুমিল্লা ক্যান্টনমেন্ট এ জীবন ছিল বেহেশত এর মত। আল্লাহ ভালো রাখছেন আসলে। কত স্মৃতি কত আনন্দ ছিল।,1
গানটা যে কি পরিমান ভালো লাগে বলে বুঝানো সম্ভব না,0
অসাধারণ একটা গান বর্ষার রাতে প্রায়ই শুনি গানটা।। কে কে পছন্দ করো গভীর শ্রাবণে শুনতে গানটা।,0
আমার খুব প্রিয় একটি গান,0
গর্ব হয় বাংলা গানের জন্য,0
২০২১ এ এখনো শুনি,0
আধুনিক গান আর পুরাতন গান গুলো তুলনা করলে মনে হয় পুরাতন গানগুলো শতগুন আধুনিক,0
সবাই বলেন তো এই গান গুলো কেনো এত ভালো লাগে সবাই জানেন আমার নাম ঝরনা,0
অনেক দিন পর ঠোটে লেগে থাকা গান টা আবার শুনলাম।,1
অভিনয় আর গান পুরোই খাপে খাপ হয়েছে।,0
২০২১ সালেও এসে কে কে শুনছো,0
২০২১ সালে কে কে শুনেছেন লাইক দেন,0
এদরনের গান কখনো ও পুরোনো হবে না,0
সুন্দরেরও একটা সীমা থাকা উচিত,0
কি যেনো একটা অন্য রকম অনুভূতি হয় গানটা শোনার পর,0
হাজারো বছর পরেও এই গান মানুষের মনে ভালোবাসার ছোঁয়া দিয়ে যাবে। হাজারো মাধুর্য দিয়ে এই গান সৃষ্টি করা হয়েছে।,0
অসম্ভব সুন্দর একটা গান,0
আধুনিক গানের ছোঁয়া আমার কাছে খুব ভাল লাগে,0
আমি মনে করি বাংলাদেশের মানুষের প্রিয় সব গান গুলোই পুরাতন গান। যা কখনই পুরোনো হবে না।,0
কি যে সুন্দর লিরিক,0
হৃদয় ছুঁয়ে যাওয়া একটি গান,0
২০ বছর দরে গান টা শুনছি। কিন্তু যত বার ই গান টা শুনি তত বার ই গান টা নতুন লাগে। বয়স বাড়ছে আমাদের কিন্তু গান টা চির তরুণ ই রয়ে গেছে।,1
২০২১ সালে এসেও সেই ছোটবেলার মতো ফিল নিয়েই শুনছি,1
কতবার শুনেছি গানটি নিজেও জানি না ‌‌। অসাধারণ,1
২০২১ এ এসেও শুনছি,0
২০২১ কে কে আনার মতো শুনছেন এই গান,0
অনেক সুন্দর গান শুনলে মন ঝুরিয়ে যাই,0
কেন বাড়লে বয়স ছোট্ট বেলার বন্ধু হারিয়ে যাইকেন হারাচ্ছে সব বাড়াচ্ছে ভীর হারানোর তালিকায়,1
আমার এই গানটা অনেক পছন্দের গানএই গানটা সুনলে কিছু চিতি মনে পড়ে জায়,0
আজও ভালো লাগে গানটি🥰,0
আপু আপনার অনুভূতিটা ছুঁয়ে গেল হৃদয়। ভালো থাকুন যেখানেই থাকুন।,0
জীবনের অনেক মুহূর্ত আছে এই গানের সাথে হয়তো কখনো আমার পরিচিত কেউ এই কমেন্ট পড়বেএমনো হতে পারে তখন আমি দুনিয়াতেই থাকবো না।।,0
সময় কিভাবে শেষ হয়ে যাচ্ছে। আটকে রাখতে পারছিনা।আজকের দিনের থেকে গতকাল টাই যেনো ভালো ছিলো।আল্লাহ আমাদের সাহায্য করো মাবুদ। জানিনা কোনদিকে অগ্রসর হচ্ছি,0
২০২১ এ কমেন্ট রেখে গেলাম ২০৫০ এ বেচে থাকলে গান টা শুনতে শুনতে কমেন্ট টা খুজবো,0
যারা গান পাগল তাদের বলবো যারা এই যুগের গান শোনে নাই।। তাদের গান শোনা বৃথা।।,0
এই গান টা আমার ফেবারিট,0
খুব ভালো লাগে গানটা। খুব শুনি।,0
পুরনো গান না শুনে থাকলে জীবনে গান শোনা বা দেখার অপূর্ণতা রয়েই যাবে।,0
কালজয়ী এই গানগুলো শুনলে এখনও হৃদয় ঠান্ডা হয়ে যায়।এ গানটার কোন তুলনা হয় না। একথায় অসাধারণ,0
